Airbnb ID,Airbnb URL,Revenue Potential,Days Available,Annual Revenue,Occupancy,Daily Rate,Bedrooms
46759293,https://www.airbnb.com/rooms/46759293,2.5m,284,2m,72,10k,
22310925,https://www.airbnb.com/rooms/22310925,2m,292,1.7m,68,8.6k,
745736607553255644,https://www.airbnb.com/rooms/745736607553255644,2m,258,1.5m,43,13.3k,
1099975499031736708,https://www.airbnb.com/rooms/1099975499031736708,1.5m,311,1.4m,61,7.5k,
53405876,https://www.airbnb.com/rooms/53405876,1.4m,255,1.3m,62,8.1k,
758528236780875964,https://www.airbnb.com/rooms/758528236780875964,1.6m,301,1.3m,59,7.3k,
1094803200886730761,https://www.airbnb.com/rooms/1094803200886730761,1.4m,214,1.2m,72,7.6k,
757801810236222307,https://www.airbnb.com/rooms/757801810236222307,1.3m,342,1.2m,58,6k,
44388560,https://www.airbnb.com/rooms/44388560,1.5m,261,1.1m,50,8.7k,
1036598840002409071,https://www.airbnb.com/rooms/1036598840002409071,1.8m,234,1.1m,72,6.7k,
681026428070063125,https://www.airbnb.com/rooms/681026428070063125,1.1m,278,1.1m,57,6.8k,3
48163346,https://www.airbnb.com/rooms/48163346,1.4m,286,1.1m,51,7.3k,
1253407495091123317,https://www.airbnb.com/rooms/1253407495091123317,964.2k,327,905.3k,60,4.6k,
426094229,,1.1m,234,896.9k,46,8.3k,
16718415,https://www.airbnb.com/rooms/16718415,1.2m,272,864k,59,5.4k,
687968798670084941,https://www.airbnb.com/rooms/687968798670084941,883.9k,353,863.4k,58,4.2k,
607480399920434717,https://www.airbnb.com/rooms/607480399920434717,1.4m,220,859.6k,65,6k,
966361041615420549,https://www.airbnb.com/rooms/966361041615420549,822.4k,251,822.4k,48,6.8k,6
1036714348,,927.1k,225,814.8k,66,5.5k,2
891163389,,895k,202,776.6k,69,5.5k,2
1041871521054454060,https://www.airbnb.com/rooms/1041871521054454060,1.3m,206,776k,63,6k,
1035346817397986983,https://www.airbnb.com/rooms/1035346817397986983,954.8k,196,759.9k,55,7k,
1161389887280809853,https://www.airbnb.com/rooms/1161389887280809853,879.6k,266,757k,69,4.1k,
1354834462785339146,https://www.airbnb.com/rooms/1354834462785339146,904.7k,190,751k,67,5.9k,
452901763,,811k,213,748.6k,79,4.4k,2
1144972440880912903,https://www.airbnb.com/rooms/1144972440880912903,771.9k,320,736.8k,79,2.9k,
1036678775573363953,https://www.airbnb.com/rooms/1036678775573363953,749.6k,215,688.2k,49,6.5k,
52545922,https://www.airbnb.com/rooms/52545922,864.3k,270,687.4k,55,4.6k,
843855629541418263,https://www.airbnb.com/rooms/843855629541418263,975.1k,247,681k,57,4.8k,
581643252219572637,https://www.airbnb.com/rooms/581643252219572637,671k,365,671k,59,3.1k,
1142432302520416572,https://www.airbnb.com/rooms/1142432302520416572,706.3k,266,667.1k,78,3.2k,
863594355293917578,https://www.airbnb.com/rooms/863594355293917578,870.4k,261,661.5k,48,5.2k,
1249766843684410513,https://www.airbnb.com/rooms/1249766843684410513,753.7k,244,641.5k,56,4.7k,
35561050,https://www.airbnb.com/rooms/35561050,676.9k,325,627.2k,55,3.5k,
1384649295138743749,https://www.airbnb.com/rooms/1384649295138743749,664.9k,186,614.2k,61,5.4k,
802661798573518434,https://www.airbnb.com/rooms/802661798573518434,763.8k,204,558.9k,76,3.6k,
1071740900635987619,https://www.airbnb.com/rooms/1071740900635987619,555.8k,365,555.5k,90,1.7k,
51997918,https://www.airbnb.com/rooms/51997918,917.2k,193,546.4k,23,12.1k,
54285816,https://www.airbnb.com/rooms/54285816,653k,251,543.3k,85,2.6k,
582315605497770881,https://www.airbnb.com/rooms/582315605497770881,562.1k,355,542.6k,81,1.9k,
613696981923953590,https://www.airbnb.com/rooms/613696981923953590,566.1k,195,541.4k,35,7.8k,
937560075364524006,https://www.airbnb.com/rooms/937560075364524006,541.2k,364,539.6k,91,1.6k,
47571895,https://www.airbnb.com/rooms/47571895,533.5k,333,530.8k,83,1.9k,
1072544427893766900,https://www.airbnb.com/rooms/1072544427893766900,623.8k,298,523.1k,88,2k,
1288385069716424400,https://www.airbnb.com/rooms/1288385069716424400,510k,313,510k,82,2k,
1359344634951592488,https://www.airbnb.com/rooms/1359344634951592488,502.7k,256,502.7k,37,5.3k,
867098721341231788,https://www.airbnb.com/rooms/867098721341231788,794k,204,502.4k,65,3.8k,
944812032621764061,https://www.airbnb.com/rooms/944812032621764061,572.7k,310,490.2k,60,2.6k,
1229516091185214739,https://www.airbnb.com/rooms/1229516091185214739,490.1k,353,490.1k,82,1.7k,
1278407077696258713,https://www.airbnb.com/rooms/1278407077696258713,548.5k,199,487.2k,85,2.9k,2
1066118050572298727,https://www.airbnb.com/rooms/1066118050572298727,488.1k,360,480.5k,86,1.5k,
933013750575713802,https://www.airbnb.com/rooms/933013750575713802,530.8k,309,478.6k,71,2.2k,
893302637950323032,https://www.airbnb.com/rooms/893302637950323032,509.4k,283,478.2k,88,1.9k,
1267983333111587448,https://www.airbnb.com/rooms/1267983333111587448,468.8k,227,465.5k,47,4.4k,
630604820,,465k,341,450.9k,72,1.8k,
947686257505463058,https://www.airbnb.com/rooms/947686257505463058,447.7k,243,447.7k,46,4k,
1359347220419398756,https://www.airbnb.com/rooms/1359347220419398756,584.9k,185,444.3k,50,4.8k,
760626188903670827,https://www.airbnb.com/rooms/760626188903670827,460.9k,352,444.1k,76,1.7k,
695963385836242013,https://www.airbnb.com/rooms/695963385836242013,556.8k,288,437.3k,78,2k,
1327479357920859251,https://www.airbnb.com/rooms/1327479357920859251,436.6k,256,436.6k,54,3.1k,
52382951,https://www.airbnb.com/rooms/52382951,430k,365,430k,62,1.9k,2
47546211,https://www.airbnb.com/rooms/47546211,534.9k,269,427.1k,74,2.1k,
41087431,https://www.airbnb.com/rooms/41087431,468.3k,336,424.7k,78,1.6k,
738847765203671117,https://www.airbnb.com/rooms/738847765203671117,472.8k,317,418.8k,79,1.7k,
52545071,https://www.airbnb.com/rooms/52545071,454.3k,328,413.2k,79,1.6k,
43120272,https://www.airbnb.com/rooms/43120272,485.2k,254,411.6k,83,1.9k,
607450180569616880,https://www.airbnb.com/rooms/607450180569616880,482.5k,318,410.6k,65,2k,
1120859172830551597,https://www.airbnb.com/rooms/1120859172830551597,485.5k,319,409.4k,83,1.5k,
1141152298828749123,https://www.airbnb.com/rooms/1141152298828749123,407.4k,272,406.6k,82,1.8k,
1065994193644530610,https://www.airbnb.com/rooms/1065994193644530610,456.9k,322,403.1k,85,1.5k,
1066399828336704016,https://www.airbnb.com/rooms/1066399828336704016,402.7k,365,402.7k,88,1.3k,
842401848124034523,https://www.airbnb.com/rooms/842401848124034523,400k,362,395.5k,74,1.5k,
1248308717424363235,https://www.airbnb.com/rooms/1248308717424363235,393.9k,365,393.9k,82,1.3k,
1278086793923919965,https://www.airbnb.com/rooms/1278086793923919965,494.5k,238,391.7k,39,4.3k,
49411605,https://www.airbnb.com/rooms/49411605,448.6k,321,390.5k,75,1.6k,
1141019716590861323,https://www.airbnb.com/rooms/1141019716590861323,455.3k,295,384.3k,71,1.8k,
1293366180679607978,https://www.airbnb.com/rooms/1293366180679607978,497.5k,191,380.3k,47,4.2k,
1189751492020123635,https://www.airbnb.com/rooms/1189751492020123635,510.5k,249,378.9k,97,1.6k,
1315743730691218824,https://www.airbnb.com/rooms/1315743730691218824,409.5k,220,374.5k,40,4.3k,
402294594,,415.6k,263,371.6k,59,2.4k,
1255833177682588745,https://www.airbnb.com/rooms/1255833177682588745,371.1k,360,371.1k,71,1.5k,
1234575867823890634,https://www.airbnb.com/rooms/1234575867823890634,471.3k,208,368.3k,85,2.1k,
736597806555643901,https://www.airbnb.com/rooms/736597806555643901,484.2k,279,367.8k,61,2.2k,
1080092622379241143,https://www.airbnb.com/rooms/1080092622379241143,397.3k,323,365k,77,1.5k,
1191740190119636405,https://www.airbnb.com/rooms/1191740190119636405,373.5k,261,364.8k,82,1.7k,
1111413113565263079,https://www.airbnb.com/rooms/1111413113565263079,363.7k,332,362.4k,67,1.6k,
1252885063641252427,https://www.airbnb.com/rooms/1252885063641252427,359.8k,358,359.8k,62,1.6k,
1303463564063179667,https://www.airbnb.com/rooms/1303463564063179667,485k,223,350.9k,61,2.6k,
1014894465005034339,https://www.airbnb.com/rooms/1014894465005034339,367k,325,349.6k,42,2.6k,
964944015418224717,https://www.airbnb.com/rooms/964944015418224717,350k,364,349.5k,77,1.2k,2
1142038126917727009,https://www.airbnb.com/rooms/1142038126917727009,626.8k,208,349.4k,46,3.7k,
1262380432343192441,https://www.airbnb.com/rooms/1262380432343192441,349.2k,343,349.2k,44,2.3k,
52835157,https://www.airbnb.com/rooms/52835157,348.9k,365,348.9k,88,1.1k,
735909769812027797,https://www.airbnb.com/rooms/735909769812027797,378.3k,340,347.4k,73,1.4k,
800420530091204305,https://www.airbnb.com/rooms/800420530091204305,417.9k,264,344k,68,1.9k,
1060592356091581552,https://www.airbnb.com/rooms/1060592356091581552,343.8k,363,341.6k,78,1.2k,
638750245797196461,https://www.airbnb.com/rooms/638750245797196461,405.1k,302,340.4k,78,1.4k,
964983214354600480,https://www.airbnb.com/rooms/964983214354600480,491.4k,209,337.6k,75,2.2k,
1240343271370865394,https://www.airbnb.com/rooms/1240343271370865394,347k,348,335.4k,86,1.1k,
1252620822564591186,https://www.airbnb.com/rooms/1252620822564591186,335.3k,361,335.3k,82,1.1k,
1365808478990208340,https://www.airbnb.com/rooms/1365808478990208340,410.2k,212,332.7k,46,3.4k,
724024402372426519,https://www.airbnb.com/rooms/724024402372426519,333k,364,331.9k,84,1.1k,
1292510482913434173,https://www.airbnb.com/rooms/1292510482913434173,331.5k,312,331.5k,73,1.5k,3
613718911476343470,https://www.airbnb.com/rooms/613718911476343470,466.6k,191,330k,37,4.7k,
1179992235851328216,https://www.airbnb.com/rooms/1179992235851328216,328.9k,364,328.4k,71,1.3k,
1162198003649788202,https://www.airbnb.com/rooms/1162198003649788202,324.2k,364,323.7k,87,1k,
1268003258297214510,https://www.airbnb.com/rooms/1268003258297214510,371.5k,244,319.9k,74,1.8k,
1318662055900802148,https://www.airbnb.com/rooms/1318662055900802148,361.7k,253,318k,44,2.8k,
759714371990411247,https://www.airbnb.com/rooms/759714371990411247,316.2k,365,316.2k,81,1.1k,
1294764177535202085,https://www.airbnb.com/rooms/1294764177535202085,380.7k,227,315.1k,82,1.7k,
949743151072613366,https://www.airbnb.com/rooms/949743151072613366,366.4k,296,314.9k,70,1.5k,
878270940,,341.9k,341,313.4k,80,1.1k,
1320080873869539629,https://www.airbnb.com/rooms/1320080873869539629,313.3k,262,311.7k,77,1.5k,
1249722268673515844,https://www.airbnb.com/rooms/1249722268673515844,335k,192,311.6k,38,4.3k,
610714852136032542,https://www.airbnb.com/rooms/610714852136032542,361.1k,235,311.2k,74,1.8k,
1289791757484412121,https://www.airbnb.com/rooms/1289791757484412121,352.6k,258,310.8k,79,1.5k,
1128726195156061931,https://www.airbnb.com/rooms/1128726195156061931,309.3k,365,309.3k,85,991.5,6
1151371474689072305,https://www.airbnb.com/rooms/1151371474689072305,315.6k,347,307.8k,74,1.2k,
1115104725532931570,https://www.airbnb.com/rooms/1115104725532931570,387k,283,305.9k,72,1.5k,
866475645650963424,https://www.airbnb.com/rooms/866475645650963424,323.9k,284,304.5k,91,1.2k,
708627969,,308.2k,325,304.4k,81,1.2k,
990430943560580744,https://www.airbnb.com/rooms/990430943560580744,307.3k,331,304.3k,77,1.2k,
1277673999781255556,https://www.airbnb.com/rooms/1277673999781255556,390.5k,201,303.9k,75,2k,
1364553468470191023,https://www.airbnb.com/rooms/1364553468470191023,382.5k,211,303.7k,86,1.7k,
53870430,https://www.airbnb.com/rooms/53870430,303.1k,365,303.1k,76,1.1k,
1048941235132435356,https://www.airbnb.com/rooms/1048941235132435356,385.9k,250,302.2k,80,1.5k,
1306329571086994727,https://www.airbnb.com/rooms/1306329571086994727,327.5k,206,299.2k,63,2.3k,
1049806817661932891,https://www.airbnb.com/rooms/1049806817661932891,438.7k,244,298.1k,65,1.9k,
393729410,,308.7k,310,294.6k,89,1.1k,
1265791370295321631,https://www.airbnb.com/rooms/1265791370295321631,317.4k,300,293.3k,65,1.5k,
54313237,https://www.airbnb.com/rooms/54313237,376.7k,192,293.1k,88,1.7k,2
1359342153466575023,https://www.airbnb.com/rooms/1359342153466575023,321.3k,301,292.8k,61,1.6k,
1043331473239218816,https://www.airbnb.com/rooms/1043331473239218816,321.3k,224,292.7k,95,1.4k,
46483762,https://www.airbnb.com/rooms/46483762,367k,263,291.9k,46,2.4k,
1241855145723193243,https://www.airbnb.com/rooms/1241855145723193243,298.5k,346,291.4k,68,1.2k,
1303649359346884915,https://www.airbnb.com/rooms/1303649359346884915,291.8k,296,290.5k,78,1.3k,
871463965921258560,https://www.airbnb.com/rooms/871463965921258560,316k,338,289.6k,71,1.2k,
681029123362098077,https://www.airbnb.com/rooms/681029123362098077,353.6k,253,289k,15,7.8k,4
1355511153573216420,https://www.airbnb.com/rooms/1355511153573216420,288.5k,227,288.5k,54,2.4k,
809862617516894555,https://www.airbnb.com/rooms/809862617516894555,335.4k,319,288.1k,75,1.2k,
1214286470283304536,https://www.airbnb.com/rooms/1214286470283304536,288.2k,365,287.9k,90,880.5,
1020006755000717527,https://www.airbnb.com/rooms/1020006755000717527,330.7k,282,287.9k,97,1.1k,
912017785656694597,https://www.airbnb.com/rooms/912017785656694597,366.5k,285,287k,53,1.9k,
1070715493611412169,https://www.airbnb.com/rooms/1070715493611412169,403.8k,265,286.5k,84,1.3k,
1028050336587522123,https://www.airbnb.com/rooms/1028050336587522123,493.9k,191,282.6k,64,2.3k,3
1110554560333046998,https://www.airbnb.com/rooms/1110554560333046998,288k,340,282.2k,58,1.4k,5
1110614374862938682,https://www.airbnb.com/rooms/1110614374862938682,281.3k,273,281.3k,77,1.3k,
1054248567605944014,https://www.airbnb.com/rooms/1054248567605944014,369.7k,312,279.3k,65,1.4k,2
1157145842214333048,https://www.airbnb.com/rooms/1157145842214333048,278.5k,365,278.5k,88,864.9,
1039570926864383500,https://www.airbnb.com/rooms/1039570926864383500,512.5k,182,277.1k,40,3.8k,
1004858462,,331.6k,299,276.2k,83,1.1k,
1269303613994223909,https://www.airbnb.com/rooms/1269303613994223909,276.5k,331,274.7k,86,967.2,
1359346147121268231,https://www.airbnb.com/rooms/1359346147121268231,277.1k,289,273.5k,60,1.6k,
1227436630440777326,https://www.airbnb.com/rooms/1227436630440777326,272.1k,365,272.1k,90,827,
746821155622651432,https://www.airbnb.com/rooms/746821155622651432,295.3k,216,271.5k,43,3k,4
975899060004416068,https://www.airbnb.com/rooms/975899060004416068,352.5k,276,270.4k,82,1.2k,
1236716648345759407,https://www.airbnb.com/rooms/1236716648345759407,281.2k,313,270.3k,75,1.1k,
730196055,,320.6k,197,268.4k,82,1.7k,
1268170950345904893,https://www.airbnb.com/rooms/1268170950345904893,304.2k,181,267.6k,88,1.7k,
1338379578014259167,https://www.airbnb.com/rooms/1338379578014259167,371.6k,194,267k,48,2.8k,1
1110504282207128784,https://www.airbnb.com/rooms/1110504282207128784,278.2k,338,266.9k,88,898.7,
1217374569163675341,https://www.airbnb.com/rooms/1217374569163675341,266.5k,365,266.5k,74,990.6,
1125260700241973029,https://www.airbnb.com/rooms/1125260700241973029,388.3k,214,266.4k,89,1.4k,
1146824549793277881,https://www.airbnb.com/rooms/1146824549793277881,293.4k,279,265.9k,65,1.5k,
1049873866106070842,https://www.airbnb.com/rooms/1049873866106070842,329.2k,249,264.3k,79,1.3k,
1219396761671774517,https://www.airbnb.com/rooms/1219396761671774517,307.8k,294,264.3k,79,1.1k,
1329348804037480222,https://www.airbnb.com/rooms/1329348804037480222,324.5k,271,264.2k,64,1.5k,
1048965971925490168,https://www.airbnb.com/rooms/1048965971925490168,296.3k,203,264k,53,2.4k,
54322608,https://www.airbnb.com/rooms/54322608,265.6k,343,263k,78,988.5,
1234705356899041726,https://www.airbnb.com/rooms/1234705356899041726,262.5k,365,262.5k,69,1k,
1211452290915168419,https://www.airbnb.com/rooms/1211452290915168419,260.5k,365,260.5k,87,821.8,
1037042848693356954,https://www.airbnb.com/rooms/1037042848693356954,303.6k,307,256.5k,78,1.1k,
1197052751999715716,https://www.airbnb.com/rooms/1197052751999715716,254.6k,365,254.6k,86,808.3,
1267348887079038715,https://www.airbnb.com/rooms/1267348887079038715,259.4k,327,254.5k,79,982.6,
1243214936217234557,https://www.airbnb.com/rooms/1243214936217234557,282.2k,258,254.1k,68,1.4k,
48844158,https://www.airbnb.com/rooms/48844158,285.6k,261,252.8k,57,1.7k,
1297623992539686219,https://www.airbnb.com/rooms/1297623992539686219,252.7k,300,252.7k,97,871.2,
1194070207420505171,https://www.airbnb.com/rooms/1194070207420505171,255.4k,357,251.7k,87,806.6,
1059177833541590273,https://www.airbnb.com/rooms/1059177833541590273,282.5k,230,249.9k,86,1.3k,
1135312640670479657,https://www.airbnb.com/rooms/1135312640670479657,249.5k,365,249.5k,79,863.1,
663361463082927004,https://www.airbnb.com/rooms/663361463082927004,290.5k,325,248.9k,67,1.1k,2
1259959705016972604,https://www.airbnb.com/rooms/1259959705016972604,310.8k,271,248.8k,75,1.2k,
894790461124874200,https://www.airbnb.com/rooms/894790461124874200,261k,348,248.1k,69,1k,2
973757506064456575,https://www.airbnb.com/rooms/973757506064456575,301.4k,264,246.8k,84,1.1k,
1224406464531707784,https://www.airbnb.com/rooms/1224406464531707784,246.8k,365,246.8k,79,851,
917414208875417180,https://www.airbnb.com/rooms/917414208875417180,291.5k,302,246k,72,1.1k,
1386741877453377895,https://www.airbnb.com/rooms/1386741877453377895,293.5k,191,243.5k,41,3.1k,
1264987499337917341,https://www.airbnb.com/rooms/1264987499337917341,243.7k,353,243.3k,89,772.4,
1283419742120403270,https://www.airbnb.com/rooms/1283419742120403270,279.1k,294,243.1k,92,900.5,
1217243448676429468,https://www.airbnb.com/rooms/1217243448676429468,261.4k,327,242.6k,73,1k,
1179518401756239659,https://www.airbnb.com/rooms/1179518401756239659,395.5k,240,242.4k,75,1.4k,
811306449705994511,https://www.airbnb.com/rooms/811306449705994511,271.2k,290,241.1k,68,1.2k,
1260813473769806536,https://www.airbnb.com/rooms/1260813473769806536,384.6k,258,240.9k,50,1.9k,
1049832182508679558,https://www.airbnb.com/rooms/1049832182508679558,239.4k,262,239.4k,51,1.8k,
574024918,,272.2k,274,239.3k,92,949.5,
749688060169485485,https://www.airbnb.com/rooms/749688060169485485,290k,298,237.6k,57,1.4k,
719276303778165002,https://www.airbnb.com/rooms/719276303778165002,362.1k,223,237.2k,80,1.3k,
604929452485114464,https://www.airbnb.com/rooms/604929452485114464,382.6k,215,235.9k,78,1.4k,
594899696356082779,https://www.airbnb.com/rooms/594899696356082779,330.2k,261,235.9k,78,1.2k,
1187631443502397919,https://www.airbnb.com/rooms/1187631443502397919,280.3k,320,234.8k,64,1.2k,
1045581565212307392,https://www.airbnb.com/rooms/1045581565212307392,234.6k,365,234.6k,94,682.1,
1280136315036045880,https://www.airbnb.com/rooms/1280136315036045880,245.8k,273,234.5k,56,1.5k,
1227978165322399503,https://www.airbnb.com/rooms/1227978165322399503,283.7k,286,234.2k,63,1.3k,
41021775,https://www.airbnb.com/rooms/41021775,275k,320,234.1k,89,818.4,
1117918028725679331,https://www.airbnb.com/rooms/1117918028725679331,248.7k,320,233.9k,85,860,
1176518416677885028,https://www.airbnb.com/rooms/1176518416677885028,233.6k,365,233.6k,91,701.6,
1140990152782494672,https://www.airbnb.com/rooms/1140990152782494672,307.3k,211,232.7k,74,1.5k,
1148371665974157141,https://www.airbnb.com/rooms/1148371665974157141,237.1k,321,231.7k,85,845.8,2
1026766367,,250.6k,203,231.3k,62,1.8k,
1131722020670035347,https://www.airbnb.com/rooms/1131722020670035347,260.9k,315,231.1k,71,1k,
1006227499838477435,https://www.airbnb.com/rooms/1006227499838477435,247.9k,331,229.9k,77,898.1,
1242665933136019189,https://www.airbnb.com/rooms/1242665933136019189,271k,318,229.4k,89,813.3,
1160690869135596261,https://www.airbnb.com/rooms/1160690869135596261,299.2k,276,229.2k,83,996.5,
1237597989498807607,https://www.airbnb.com/rooms/1237597989498807607,290.1k,246,229.2k,73,1.3k,
1167145393654249407,https://www.airbnb.com/rooms/1167145393654249407,235.1k,241,229.1k,66,1.4k,
868989539618787557,https://www.airbnb.com/rooms/868989539618787557,229k,236,229k,45,2.2k,
1115027166768071037,https://www.airbnb.com/rooms/1115027166768071037,228.4k,364,228.2k,72,867.8,
960513527778075457,https://www.airbnb.com/rooms/960513527778075457,295.9k,275,227.6k,62,1.3k,
1309914922033866327,https://www.airbnb.com/rooms/1309914922033866327,227.1k,255,227.1k,89,996,
984484488534649008,https://www.airbnb.com/rooms/984484488534649008,234.7k,319,226.9k,82,866,
1188266313370020824,https://www.airbnb.com/rooms/1188266313370020824,402.2k,204,226k,87,1.3k,
973924244675502360,https://www.airbnb.com/rooms/973924244675502360,267.8k,245,225.5k,65,1.4k,
41388491,https://www.airbnb.com/rooms/41388491,284.6k,265,225.4k,98,867,
917825195892514686,https://www.airbnb.com/rooms/917825195892514686,250k,280,225.2k,76,1.1k,
611484641,,229.4k,224,225.1k,67,1.5k,
1336153008125839704,https://www.airbnb.com/rooms/1336153008125839704,271.4k,279,224.3k,63,1.3k,
932359815210325998,https://www.airbnb.com/rooms/932359815210325998,417.4k,205,224.1k,57,1.9k,
704958509156598998,https://www.airbnb.com/rooms/704958509156598998,326.7k,239,223.9k,75,1.2k,
1151979958392624608,https://www.airbnb.com/rooms/1151979958392624608,233.8k,202,223.8k,82,1.3k,
647859569593494573,https://www.airbnb.com/rooms/647859569593494573,237k,322,223.8k,59,1.2k,
1270809060331670174,https://www.airbnb.com/rooms/1270809060331670174,284.3k,245,222.9k,70,1.3k,
770762070310304528,https://www.airbnb.com/rooms/770762070310304528,319.2k,270,222.7k,66,1.3k,
683714509112428279,https://www.airbnb.com/rooms/683714509112428279,383.7k,210,221.7k,67,1.6k,
1260039067525834845,https://www.airbnb.com/rooms/1260039067525834845,239.1k,243,220.6k,90,1k,
1127399520562509249,https://www.airbnb.com/rooms/1127399520562509249,249.9k,264,219.6k,100,834.9,
910954832,,241.2k,211,218.9k,80,1.3k,
944857093302783064,https://www.airbnb.com/rooms/944857093302783064,276.2k,288,218.8k,75,1k,
1049951699706196706,https://www.airbnb.com/rooms/1049951699706196706,239.8k,321,218.8k,95,715,
1283105866949331559,https://www.airbnb.com/rooms/1283105866949331559,231.3k,280,218.7k,73,1.1k,
1045443793067394096,https://www.airbnb.com/rooms/1045443793067394096,256.3k,313,218.6k,82,853.8,
750428464089293077,https://www.airbnb.com/rooms/750428464089293077,272.4k,304,218.3k,63,1.1k,
52873384,https://www.airbnb.com/rooms/52873384,411.3k,211,217.9k,59,1.8k,
1039594870058876599,https://www.airbnb.com/rooms/1039594870058876599,219.5k,264,217.1k,58,1.4k,
408700004,,226.7k,306,216.7k,73,971.7,
1141839920821152736,https://www.airbnb.com/rooms/1141839920821152736,216.4k,365,216.4k,72,819.8,
1228020414635212198,https://www.airbnb.com/rooms/1228020414635212198,228.6k,337,215.6k,73,880.2,
44465559,https://www.airbnb.com/rooms/44465559,287.9k,259,215.5k,89,936.9,
1298590671378908804,https://www.airbnb.com/rooms/1298590671378908804,216.9k,293,214.9k,77,951,
749688735683051121,https://www.airbnb.com/rooms/749688735683051121,299.8k,257,214.6k,61,1.4k,
1011410413977114644,https://www.airbnb.com/rooms/1011410413977114644,220.6k,341,214.6k,79,800.7,
753609052,,277.1k,316,214.3k,64,1.1k,
42134915,https://www.airbnb.com/rooms/42134915,291.4k,275,214.2k,92,843.1,
1122931264948876465,https://www.airbnb.com/rooms/1122931264948876465,220.2k,342,214k,81,772.6,
754892681291552181,https://www.airbnb.com/rooms/754892681291552181,212.7k,327,212.7k,54,1.2k,
566230037,,246.7k,210,212.7k,85,1.2k,
1228887118172028203,https://www.airbnb.com/rooms/1228887118172028203,219.2k,325,212.5k,77,850.1,
865626499752065013,https://www.airbnb.com/rooms/865626499752065013,258.2k,279,212.1k,77,982.1,
1204189715323205037,https://www.airbnb.com/rooms/1204189715323205037,212.2k,240,211.1k,90,972.7,2
1221956039651910506,https://www.airbnb.com/rooms/1221956039651910506,266.2k,257,210.8k,61,1.3k,
998960972951022567,https://www.airbnb.com/rooms/998960972951022567,273.8k,263,210.8k,65,1.2k,
1333958939262367704,https://www.airbnb.com/rooms/1333958939262367704,222k,241,209.6k,73,1.2k,
1004874227187191158,https://www.airbnb.com/rooms/1004874227187191158,210.3k,363,209.5k,93,623.6,
1380928593250917834,https://www.airbnb.com/rooms/1380928593250917834,229.1k,181,209.5k,51,2.3k,
1260666417853128370,https://www.airbnb.com/rooms/1260666417853128370,213.5k,266,209.1k,89,882.4,
1099749679561147302,https://www.airbnb.com/rooms/1099749679561147302,288.1k,259,209.1k,70,1.1k,
720191964635234228,https://www.airbnb.com/rooms/720191964635234228,231.1k,333,208.9k,79,797.1,1
1251450877941960838,https://www.airbnb.com/rooms/1251450877941960838,253.5k,267,208.6k,78,1k,
1085258591325636221,https://www.airbnb.com/rooms/1085258591325636221,210.4k,348,208.5k,88,681.2,
1039693863924371570,https://www.airbnb.com/rooms/1039693863924371570,283.9k,234,208.4k,86,1k,
1052827545003148359,https://www.airbnb.com/rooms/1052827545003148359,208.3k,365,208.3k,91,629.3,
1140865281594738749,https://www.airbnb.com/rooms/1140865281594738749,305.9k,239,208.3k,60,1.5k,
1183091616995591624,https://www.airbnb.com/rooms/1183091616995591624,208.2k,365,208.1k,95,599.8,
878686713753390945,https://www.airbnb.com/rooms/878686713753390945,271.5k,275,207.8k,85,884.5,
1496310874987892433,https://www.airbnb.com/rooms/1496310874987892433,267.3k,226,207.7k,69,1.3k,
1096875451803634713,https://www.airbnb.com/rooms/1096875451803634713,291.1k,242,207.7k,96,891.2,
1309121739894766934,https://www.airbnb.com/rooms/1309121739894766934,214.9k,314,207.6k,73,902.7,
1265267169204521615,https://www.airbnb.com/rooms/1265267169204521615,206.8k,340,206.8k,84,725.5,
1204240042050748978,https://www.airbnb.com/rooms/1204240042050748978,206.7k,285,206.7k,76,957.1,
1256555705665580521,https://www.airbnb.com/rooms/1256555705665580521,206.3k,353,206.3k,81,723.9,1
792550881456421644,https://www.airbnb.com/rooms/792550881456421644,290.4k,189,205.9k,87,1.2k,
1015996314331560158,https://www.airbnb.com/rooms/1015996314331560158,213.9k,195,205.9k,37,2.8k,
46466729,https://www.airbnb.com/rooms/46466729,320.5k,259,205.7k,71,1.1k,
1080188747963628652,https://www.airbnb.com/rooms/1080188747963628652,207.4k,362,205.5k,95,599.3,
784857121411343145,https://www.airbnb.com/rooms/784857121411343145,282.6k,260,205.2k,78,1k,
1279532227986891170,https://www.airbnb.com/rooms/1279532227986891170,253k,252,205.1k,64,1.3k,
1141877339415432035,https://www.airbnb.com/rooms/1141877339415432035,205k,365,205k,92,611.8,
736711112125803756,https://www.airbnb.com/rooms/736711112125803756,252.6k,301,204.8k,81,839.3,
1188240511337557806,https://www.airbnb.com/rooms/1188240511337557806,203.9k,365,203.9k,86,651.3,
717171157403920579,https://www.airbnb.com/rooms/717171157403920579,241.4k,303,203.8k,79,849.4,1
1285293557167957385,https://www.airbnb.com/rooms/1285293557167957385,286.2k,212,203.8k,93,1k,
1482453475217255903,https://www.airbnb.com/rooms/1482453475217255903,243k,265,203.4k,69,1.1k,
1361584390485124936,https://www.airbnb.com/rooms/1361584390485124936,239.3k,205,203.3k,54,1.8k,
1217300532539600130,https://www.airbnb.com/rooms/1217300532539600130,224.2k,292,203k,84,825.1,
1069685767,,271.6k,201,202.9k,47,2.2k,4
